Model,w_idx,RX_time(ms),TX_time(ms),GPU_Active(ms),GPU_Idle(ms),1_Iter_time(ms),Total_time(ms)
imagenet_vgg16_async_optMomentum,2,881.0625,2427.2373,900.7349,1539.991444,2429.5312,95128
imagenet_vgg16_async_optRmsprop,1,928.8337,2609.0093,948.4627,1665.047222,2612.6045,98567
imagenet_vgg16_async_optRmsprop,2,884.0111,2470.5574,902.5434,1572.352222,2472.3395,98508
imagenet_vgg16_async_use_fp16,1,870.5737,2331.8615,899.0803,1436.057667,2335.415,93825
imagenet_vgg16_async_use_fp16,2,887.0278,2328.2047,911.5823,1416.508778,2331.5895,93817
imagenet_vgg16_async_winograd,1,917.8115,2361.7738,935.0223,1434.491556,2364.5556,92337
imagenet_vgg16_async_winograd,2,876.0663,2286.5397,892.2395,1395.199111,2288.0587,92332
imagenet_vgg16_async_xla,1,904.3814,2345.6634,930.2025,1417.802333,2347.9307,92562
imagenet_vgg16_async_xla,2,872.7565,2255.2643,892.6677,1367.587111,2256.5663,92308
imagenet_vgg16_sync_batch128,1,877.153,2356.8747,2357.7679,3.288888889,2358.4583,99306
imagenet_vgg16_sync_batch128,2,836.9039,2294.713,852.7416,1506.188111,2306.3618,99301
imagenet_vgg16_sync_batch256,1,948.0844,2481.2456,2483.3884,2.988888889,2484.4751,108582
imagenet_vgg16_sync_batch256,2,884.2958,2362.9786,904.0763,1591.815444,2411.8927,108517
imagenet_vgg16_sync_batch32,1,863.8844,2293.1069,2296.3661,3.564111111,2297.3109,92664
imagenet_vgg16_sync_batch32,2,842.2806,2238.8186,857.8652,1436.393111,2255.6715,92465
imagenet_vgg16_sync_batch64,1,835.6862,2343.6233,2345.4849,2.774666667,2346.7982,94749
imagenet_vgg16_sync_batch64,2,860.2057,2260.543,877.3766,1467.792222,2297.0132,94741
imagenet_vgg16_sync_dataFormat,1,850.3141,2344.3961,2346.7012,3.408333333,2348.1848,95975
imagenet_vgg16_sync_dataFormat,2,860.7898,2315.6204,878.6177,1473.884444,2328.1022,95631
imagenet_vgg16_sync_optMomentum,1,881.6945,2452.9372,2455.7251,2.983222222,2456.547,96994
imagenet_vgg16_sync_optMomentum,2,806.5725,2345.0709,822.2447,1632.763556,2404.1896,96986
imagenet_vgg16_sync_optRmsprop,1,855.7312,2574.85,2577.5492,2.996444444,2578.709,100259
imagenet_vgg16_sync_optRmsprop,2,851.1077,2479.0872,871.9515,1707.856222,2516.0775,100257
imagenet_vgg16_sync_use_fp16,1,865.1278,2346.7316,2349.2084,3.304777778,2351.0084,96416
imagenet_vgg16_sync_use_fp16,2,874.6674,2287.8726,894.0712,1455.026556,2298.3666,96344
imagenet_vgg16_sync_winograd,1,873.2603,2347.5371,2349.5392,3.368444444,2350.486,95261
imagenet_vgg16_sync_winograd,2,846.0458,2255.7119,868.9536,1481.693889,2291.5847,95350
imagenet_vgg16_sync_xla,1,858.2332,2362.4278,2364.6111,2.784666667,2365.102,95606
imagenet_vgg16_sync_xla,2,876.441,2289.4716,895.4635,1469.516778,2302.2183,95545
imagenet_vgg19_async_batch128,1,918.6211,2396.6275,941.3508,1464.439111,2400.2143,98070
imagenet_vgg19_async_batch128,2,890.9586,2308.4677,911.643,1392.658556,2310.3747,97912
imagenet_vgg19_async_batch256,1,987.932,2439.3011,1011.2018,1429.209444,2441.8093,107119
imagenet_vgg19_async_batch256,2,983.6031,2457.8719,1007.2932,1453.450667,2460.361,107209
imagenet_vgg19_async_batch32,1,912.4121,2384.49,938.5599,1463.578111,2387.3407,91383
imagenet_vgg19_async_batch32,2,871.6971,2254.2033,898.0857,1354.557556,2256.4132,91382
imagenet_vgg19_async_batch64,1,914.6588,2350.7018,937.3313,1424.132222,2353.2565,92401
imagenet_vgg19_async_batch64,2,860.4604,2230.5763,886.9344,1353.747667,2233.9679,92399
imagenet_vgg19_async_dataFormat,1,920.9649,2367.8669,948.647,1417.862,2370.2737,94003
imagenet_vgg19_async_dataFormat,2,866.9886,2270.0619,890.6967,1387.781556,2272.0638,93942
imagenet_vgg19_async_optMomentum,1,892.9371,2426.6958,909.4226,1534.976667,2429.255,95849
imagenet_vgg19_async_optMomentum,2,870.6576,2473.6579,892.8548,1582.754444,2476.1742,95993
imagenet_vgg19_async_optRmsprop,1,876.7127,2557.9209,901.3458,1672.704111,2560.0806,98787
imagenet_vgg19_async_optRmsprop,2,871.1927,2478.3055,891.584,1592.796667,2480.096,98738
imagenet_vgg19_async_use_fp16,1,930.3556,2324.751,953.9367,1369.526778,2326.7732,94773
imagenet_vgg19_async_use_fp16,2,925.1737,2386.4546,953.3,1432.372667,2387.8223,94720
imagenet_vgg19_async_winograd,1,865.2003,2274.048,887.3489,1381.614333,2276.7116,92646
imagenet_vgg19_async_winograd,2,834.0547,2262.8355,855.4359,1418.980778,2265.6493,92273
imagenet_vgg19_async_xla,1,863.2048,2327.0711,889.2169,1454.962778,2329.0427,92392
imagenet_vgg19_async_xla,2,872.0647,2232.9665,895.6542,1338.288556,2234.7561,92387
imagenet_vgg19_sync_batch128,1,849.7981,2359.9945,2361.8384,3.056888889,2363.1472,99210
imagenet_vgg19_sync_batch128,2,882.6386,2327.6596,905.8146,1463.306111,2340.4364,99208
imagenet_vgg19_sync_batch256,1,992.917,2624.2999,2626.4151,2.958111111,2627.4239,110263
imagenet_vgg19_sync_batch256,2,1029.5158,2497.8122,1045.6311,1578.809667,2570.1417,110072
imagenet_vgg19_sync_batch32,1,853.7808,2342.0973,2343.7261,3.309888889,2345.0141,93007
imagenet_vgg19_sync_batch32,2,837.517,2318.9547,859.9577,1485.797556,2321.14,92859
imagenet_vgg19_sync_batch64,1,893.5174,2363.4133,2364.1466,3.820555556,2364.8218,95392
imagenet_vgg19_sync_batch64,2,883.0923,2308.3968,901.3448,1464.078556,2324.6881,95386
imagenet_vgg19_sync_dataFormat,1,863.0315,2342.6008,2344.5098,3.030222222,2346.1284,96129
imagenet_vgg19_sync_dataFormat,2,851.0668,2267.686,871.7126,1477.026222,2319.9397,96072
imagenet_vgg19_sync_optMomentum,1,872.8631,2513.565,2516.6562,3.027666667,2517.6622,98547
imagenet_vgg19_sync_optMomentum,2,864.2733,2399.3386,884.9909,1630.128333,2406.3519,98298
imagenet_vgg19_sync_optRmsprop,1,869.0099,2581.3702,2583.63,2.826888889,2584.3141,100729
imagenet_vgg19_sync_optRmsprop,2,842.992,2519.8963,863.6967,1713.534222,2555.4906,100676
imagenet_vgg19_sync_use_fp16,1,880.1689,2381.2245,2383.4381,2.997666667,2384.3965,96350
imagenet_vgg19_sync_use_fp16,2,880.1711,2309.1813,902.4724,1480.442556,2345.9147,96342
imagenet_vgg19_sync_winograd,1,865.5888,2347.6121,2349.0083,2.984333333,2349.9766,95423
imagenet_vgg19_sync_winograd,2,877.2155,2301.5394,898.8419,1463.589889,2322.2479,95514
imagenet_vgg19_sync_xla,1,859.8708,2331.7063,2332.9855,4.200444444,2335.4692,94974
imagenet_vgg19_sync_xla,2,848.314,2243.3774,876.8561,1460.123889,2281.3497,94915
